_id,Collection unit ID,Department,Division,Section,Collection unit name,Taxon,Taxon rank,Taxon ID,Taxon ID source,Informal taxon,Type collection,Geographic origin,Earliest geological period,Latest geological period,Item type,Preservation method,Curatorial unit type,Bibliographic level,Fond reference,Reporting count,Reporting metric used,Item count,Item count confidence,Curatorial unit count,Curatorial unit count confidence,C1: Physical accessibility,S1: Strategy/mission/research,S2: Scope and depth,S3: Significance by comparison,S4: Usage,I1: Digitisation,I2: Identification,I4: Development potential,O1: Education suitability,O3: Exhibition suitability
7587,167,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,Anthropology,Palaeoanthropology,Homo,genus,40901,Paleobiology Database,Homo,,,,,Mixed,Other,Mixed,,,316,Item count,316,Medium,300,Medium,2,3.8,4.5,4.3,4.7,3.6,4.7,3.7,4.3,3.75
7588,169,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Amphibians,Amphibia/Lissamphibia,Lissamphibia,subclass,33815,Paleobiology Database,Amphibians,,,Cenozoic,Cenozoic,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,10000,Item count,10000,High,10000,High,3.65,4,4,3,3,4,4,3,2,2
7589,173,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Birds,Birds/Fossil eggs,Aves,class,36616,Paleobiology Database,Fossil Eggs,,,Mesozoic,Neogene,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,21,Item count,21,High,21,High,4,3,3,3,1,2,3.6,2,1.2,1.2
7590,175,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Birds,Birds/Modern Comparative Coll,Aves,class,36616,Paleobiology Database,Bird Modern Comparative Coll,,,Quaternary,Quaternary,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,170,Item count,170,High,170,High,4,1,1,1,2,1,2.5,1,2,1
7591,176,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Agnatha/Anaspida,Anaspida,class,33815,Paleobiology Database,Anaspida,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,150,Item count,150,Medium,150,Medium,3.2,3.8,2,2.5,3.3,2,3,3,1,1
7592,177,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Agnatha/Heterostraci,Heterostraci,subclass,34144,Paleobiology Database,Heterostraci,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,200,Item count,200,Medium,200,Medium,3.7,3.8,3,3,3.2,2.06,3,3,2.8,2
7593,178,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Agnatha/Osteostraci,Osteostraci,class,33815,Paleobiology Database,Osteostraci,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,300,Item count,300,Medium,300,Medium,4,3.8,3.3,3.1,4,2.04,3,3.2,3,2.1
7594,179,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Agnatha/Thelodonti,Thelodonti,class,33815,Paleobiology Database,Thelodonti,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,375,Item count,375,Low,300,Low,4,3.8,3.3,3.2,3,1.65,3.2,1,1,1
7595,181,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Fish Models and moulds,,,,,Fish,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,300,Item count,300,Medium,300,Medium,2.2,2.3,1.8,2,2,1.6,2.6,1,1.6,1.6
7596,182,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Fish/David Kemp coll,,,,,Fish,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,9000,Item count,9000,Medium,500,Medium,2,2,4,4,2,1,2.2,1,1,1
7597,183,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Fish/Field collected samples,,,,,Fish,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,9000,Item count,9000,Medium,2000,Medium,2.2,3,3,2,2,1.2,2.2,3,1,1
7598,184,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Fish/oversized specimens (vertical and horizontal storage),,,,,Fish,,,,,Macrofossils,Oversize specimens,Macrofossils - oversize,,,400,Item count,400,High,390,High,1.2,3.6,3.4,2.4,3.2,2.1,3.9,3.8,2.4,4.5
7599,185,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Fish/Thin-sections (slides),,,,,Fish,,,,,Microfossils,Microscope slide,Microfossils - slides,,,500,Item count,500,Medium,500,Medium,3.8,3.7,2,2.05,3.7,2.1,2.4,3,1.01,1
7600,186,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Fish/unregistered material,,,,,Fish,,,,,Macrofossils,Original samples,Macrofossils - samples,,,3000,Item count,3000,Low,2000,Low,2.2,2.1,1.8,2,2,1.1,2.1,1.9,1.05,1.05
7601,187,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Fossil Fish/Art Work,,,,,Fish,,,,,Two-dimensional nonprojectable graphic,No treatment,Artwork,monograph/item,,300,Item count,300,Medium,300,Medium,2.2,1,1,5,1,1,1.2,1,2,2.2
7602,188,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Gnathostomata/Acanthodii,Acanthodiformes,order,149984,Paleobiology Database,Acanthodii,,,,,Artefacts,Other,Human - artefacts,,,500,Item count,500,Medium,500,Medium,4,4,3.7,3.4,3.5,2.05,4,3,1.02,1.02
7603,189,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Gnathostomata/Actinopterygii (non-teleosts),Actinopterygii,class,266403,Paleobiology Database,Actinopterygii (non-teleosts),,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,5500,Item count,5500,Medium,5000,Medium,3.8,3.8,3.8,3.3,4.8,2.2,3.05,3,4.1,4.2
7604,190,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Gnathostomata/Actinopterygii (teleosts),Actinopterygii,class,266403,Paleobiology Database,Actinopterygii (teleosts),,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,40000,Item count,40000,Medium,35000,Medium,3.7,4.6,3.6,3.9,4.7,2.7,3.1,4,2.6,3.1
7605,191,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Gnathostomata/Chondrichthyes/Cenozoic,Chondrichthyes,class,34422,Paleobiology Database,Chondrichthyes,,,Cenozoic,Cenozoic,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,4000,Item count,4000,Medium,3000,Medium,3.8,4,3.65,3.2,4.4,2.02,3.7,3.4,2,2.01
7606,192,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Gnathostomata/Chondrichthyes/Mesozoic,Chondrichthyes,class,34422,Paleobiology Database,Chondrichthyes,,,Mesozoic,Mesozoic,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,8000,Item count,8000,Medium,4000,Medium,3.4,3.95,4,3.75,4.8,2.75,3.4,3.1,1.02,2.07
7607,193,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Gnathostomata/Chondrichthyes/Palaeozoic,Chondrichthyes,class,34422,Paleobiology Database,Chondrichthyes,,,Palaeozoic,Palaeozoic,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,6000,Item count,6000,Medium,3000,Medium,2.7,3,3.95,3.35,4.3,2.1,3.4,3,2.02,1.02
7608,194,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Gnathostomata/otoliths,Gnathostomata,infraphylum,33815,Paleobiology Database,Gnathostomata,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,1000,Item count,1000,Medium,1000,Medium,3.5,2.6,1.7,4.8,4,2.45,2.7,3,1,1
7609,195,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Gnathostomata/Placodermi (Gogo),Placodermi,class,34249,Paleobiology Database,Placodermi (Gogo),,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,150,Item count,150,Medium,150,Medium,3,3.8,4.35,4.2,3.85,2.05,2.4,2,2.5,2.2
7610,196,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Gnathostomata/Placodermi (non-Gogo),Placodermi,class,34249,Paleobiology Database,Placodermi (non-Gogo),,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,900,Item count,900,Medium,500,Medium,3.9,3.3,3.5,4,3.7,2.1,3.8,3,2.3,3.3
7611,197,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Gnathostomata/Sarcopterygii/Actinistia,Actinistia,subclass,218963,Paleobiology Database,Actinistia,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,500,Item count,500,Medium,500,Medium,3.8,3.1,3.8,3.6,4.1,2.4,4.7,3,2.1,2.8
7612,198,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Gnathostomata/Sarcopterygii/Dipnomorpha,Dipnomorpha,clade,33815,Paleobiology Database,Dipnomorpha,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,500,Item count,500,Medium,500,Medium,3.8,3,3.7,3.7,3.1,2.1,3.8,3,2.05,1.04
7613,199,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Gnathostomata/Sarcopterygii/Onychophora,Onychophora,phylum,67135,Paleobiology Database,Onychophora,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,100,Item count,100,Medium,100,Medium,4,3,2.3,2.3,3.3,2,1.4,2.1,1.9,2.01
7614,200,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Fish,Gnathostomata/Sarcopterygii/Tetrapodomorpha,Tetrapodomorpha,clade,33815,Paleobiology Database,Tetrapodomorpha,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,200,Item count,200,Medium,200,Medium,3.8,3.6,4.5,3.7,3.7,2.05,4,3.7,2.6,3.4
7615,201,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Mammaliaformes (Mesozoic),Mammaliaformes,clade,33815,Paleobiology Database,Mammaliaformes,,,Mesozoic,Mesozoic,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,11000,Item count,11000,High,11000,High,4.62,5,5,5,5,3.86,4.78,2.99,1.01,1.01
7616,205,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Mammals,Fossil Mammals,Mammalia,class,36651,Paleobiology Database,Mammals,,,,,Macrofossils,Oversize specimens,Macrofossils - oversize,,,30000,Item count,30000,Medium,30000,Medium,2.1,3,3.4,3.4,2.85,1.8,2.5,1.6,1.4,1.95
7617,206,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Mammals,Fossil Mammals/Britain/Plio-Pleistocene,Mammalia,class,36651,Paleobiology Database,Mammals,,Europe,Pliocene,Pleistocene,Macrofossils,Oversize specimens,Macrofossils - oversize,,,110000,Item count,110000,Medium,110000,Medium,2.6,4.7,4.75,4.65,4.7,2.2,3.6,4.2,3.6,3.3
7618,207,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Mammals,Fossil Mammals/Europe/Plio-Pleistocene,Mammalia,class,36651,Paleobiology Database,Mammals,,Europe,Pliocene,Pleistocene,Macrofossils,Oversize specimens,Macrofossils - oversize,,,25000,Item count,25000,Medium,25000,Medium,2.9,4.2,3.25,3.1,3.7,2.1,3.3,1.7,2.7,2.9
7619,208,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Mammals,Fossil Mammals/Field samples,Mammalia,class,36651,Paleobiology Database,Mammals,,,,,Macrofossils,Oversize specimens,Macrofossils - oversize,,,1000,Item count,1000,Medium,1000,Medium,1.7,3.5,3,3.65,2.6,1.01,2.2,4.4,1.8,1
7620,214,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Crocodylomorpha/Neosuchia,Neosuchia,class,36322,Paleobiology Database,Neosuchia,,,,,Macrofossils,Oversize specimens,Macrofossils - oversize,,,2000,Item count,2000,Medium,2000,Medium,4.9,5,4,5,5,5,4.8,4,4.1,3.85
7621,215,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Crocodylomorpha/Modern comparative collection,Crocodylomorpha,superorder,36322,Paleobiology Database,Crocodylomorpha,,,,,Macrofossils,Oversize specimens,Macrofossils - oversize,,,30,Item count,30,Medium,30,Medium,4,3,1,1,4,1,4,2,3,2
7622,217,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Crocodylomorpha/unsorted/uncatalogued,Archosauromorpha,clade,36322,Paleobiology Database,Archosauromorpha,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,50,Item count,50,Low,50,Low,4,4,3,3.5,3.2,2,3.7,5,4,4
7623,219,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Reptilia/Parareptilia,Cotylosauria,order,135885,Paleobiology Database,Cotylosauria,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,83,Item count,83,High,83,High,3.9,4,4,4,4.1,4.85,4.3,3,2.7,2.9
7624,225,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Dinosaur/field jackets/unsorted/uncatalogued,,,,,Reptiles,,,,,Macrofossils,Oversize specimens,Macrofossils - oversize,,,50,Item count,50,Low,50,Low,4,5,1,1,1.4,2,2,5,1,1
7625,227,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Dinosaur/Gastroliths,,,,,Gastroliths,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,100,Item count,100,High,36,High,4,2,1,1,2,4,5,3,4,3
7626,232,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Dinosauria/Saurischia/Sauropodomorpha,Saurischia,class,91969,Paleobiology Database,Reptiles,,,,,Macrofossils,Oversize specimens,Macrofossils - oversize,,,700,Item count,700,Medium,700,Medium,4.2,5,3,3.2,4.7,4.4,4.2,4.8,3.15,4.6
7627,235,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Dinosauria/Saurischia/Theropoda,Saurischia,class,91969,Paleobiology Database,Reptiles,,,,,Macrofossils,Oversize specimens,Macrofossils - oversize,,,400,Item count,400,Medium,400,Medium,4.05,5,3,3.2,4,4,3.2,5,4.15,3.9
7628,239,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Reptile footprints,,,,,,,,,,Macrofossils,Oversize specimens,Macrofossils - oversize,,,25,Item count,25,High,122,Medium,4,3,4,3,2.6,4,3,3.3,1.3,2.6
7629,240,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Fossil Reptiles,Reptilia,class,36322,Paleobiology Database,Reptilia,,,,,Macrofossils,Oversize specimens,Macrofossils - oversize,,,240,Item count,240,High,240,High,2,1,1,1,1,2,3,1,1,1
7630,242,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Ichthyopterygia/Ichthyosauria,Ichthyosauria,order,36543,Paleobiology Database,Reptiles,,,Cretaceous,Cretaceous,Macrofossils,Oversize specimens,Macrofossils - oversize,,,1345,Item count,1345,High,1640,High,4.8,4.1,4.7,4.7,4.8,4.6,4.6,4.6,4.6,4.4
7631,251,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Sauropterygia/Eosauropterygia,Sauropterygia,order,38164,Paleobiology Database,Reptiles,,,,,Macrofossils,Oversize specimens,Macrofossils - oversize,,,162,Item count,162,High,290,Medium,5,3,3,3,3.1,2.2,3,2,3.3,3.5
7632,252,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Synapsida/Pelycosauria,Pelycosauria,order,38883,Paleobiology Database,Pelycosaurs,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,120,Item count,120,High,100,High,4,2,3,2,1,2,3,3,2.75,2.5
7633,254,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Sauropterygia/Plesiosauria,Sauropterygia,order,38164,Paleobiology Database,Reptiles,,,,,Macrofossils,Oversize specimens,Macrofossils - oversize,,,1486,Item count,1486,High,2268,High,4.8,4.3,4.6,4.2,4.6,4.3,4.7,4.4,4.5,4
7634,255,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Sauropterygia/Pliosauroidea,Sauropterygia,order,38164,Paleobiology Database,Pliosaurs,,,,,Macrofossils,Oversize specimens,Macrofossils - oversize,,,470,Item count,470,High,510,Medium,5,3.6,4,4,4.1,4.3,4.4,3.9,3.9,3.5
7635,257,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Reptilia/coprolites,,,,,Reptiles,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,220,Item count,220,High,220,High,4,3,4,3,2.2,3,3.4,2.5,3.5,3.6
7636,258,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Reptilia/eggs,Reptilia,class,36322,Paleobiology Database,Reptiles,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,30,Item count,30,Medium,30,Medium,4,1,4,2,3,3,4,2.4,4,3.4
7637,260,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,RAB/slides,Reptilia,class,36322,Paleobiology Database,Reptiles,,,,,Microfossils,Microscope slide,Microfossils - slides,,,255,Item count,255,High,255,High,4,1,4,2,1,2,4,3,1,2
7638,264,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Rhaetic bone beds,,,,,Mixed vertebrates,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,50,Item count,50,Medium,50,Medium,4,2,5,4,2,3,4,3,3,3
7639,265,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Synapsida/Therocephalia,Therocephalia,order,39130,Paleobiology Database,Therocephalians,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,48,Item count,48,Precise,48,Precise,3.98,3.7,4,4,3,4.96,4.95,2,2.4,2.4
7640,266,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Testudines/Pleurodira,Testudines,order,56475,Paleobiology Database,Reptiles,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,450,Item count,450,High,450,Medium,3.3,3,2,2.2,3.4,4,3.2,3,4,3
7641,268,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Testudines/Cryptodira,Cryptodira,suborder,56475,Paleobiology Database,Reptiles,,,,,Macrofossils,Oversize specimens,Macrofossils - oversize,,,2600,Item count,2600,High,2648,High,4.2,4.6,4,4,4.8,4.6,4.6,4.6,4,3.6
7642,277,Library & Archives,LA Modern Collections,Anthropology - Library,Anthropology - Theses,,,,,,,,,,Language material,No treatment,Theses,monograph/item,,319,Item count,319,Precise,319,Precise,5,4,1,4,3,3,5,3,1,1
7643,278,Library & Archives,LA Modern Collections,Botany - Library,Botany - Algae,,,,,,,,,,Language material,No treatment,Sectional library - serials/books,mixed_levels,,1948,Item count,1948,High,1948,High,3,5,5,4,5,3.77,5,5,3,2
7644,280,Library & Archives,LA Modern Collections,Botany - Library,Botany - British & European Floras,,,,,,,,,,Language material,No treatment,Sectional library - serials/books,mixed_levels,,7015,Item count,7015,High,7015,High,3,5,5,4,5,3.77,5,5,3,2
7645,281,Library & Archives,LA Modern Collections,Botany - Library,Botany - Bryophytes,,,,,,,,,,Language material,No treatment,Sectional library - serials/books,mixed_levels,,1121,Item count,1121,High,1121,High,4,5,5,4,5,3.77,5,5,3,2
7646,282,Library & Archives,LA Modern Collections,Botany - Library,Botany - Diatoms,,,,,,,,,,Language material,No treatment,Sectional library - serials/books,mixed_levels,,810,Item count,810,Low,810,Low,3,5,5,4,5,3.77,5,5,3,2
7647,283,Library & Archives,LA Modern Collections,Botany - Library,Botany - Ferns,,,,,,,,,,Language material,No treatment,Sectional library - serials/books,mixed_levels,,1330,Item count,1330,High,1330,High,3,5,5,4,5,3.77,5,5,3,2
7648,286,Library & Archives,LA Modern Collections,Botany - Library,Botany - Lichens,,,,,,,,,,Language material,No treatment,Sectional library - serials/books,mixed_levels,,1073,Item count,1073,Medium,1073,Medium,3,5,5,4,5,3.77,5,5,3,2
7649,287,Library & Archives,LA Modern Collections,Botany - Library,Botany - Microform,,,,,,,,,,Projected medium,No treatment,Microform,monograph/item,,150,Item count,150,Low,150,Low,3,5,3,4,5,2.5,5,1,1,1
7650,290,Library & Archives,LA Modern Collections,Botany - Library,Botany - Pollen,,,,,,,,,,Language material,No treatment,Sectional library - serials/books,mixed_levels,,329,Item count,329,Medium,329,Medium,3,5,5,4,5,3.77,5,5,3,2
7651,297,Library & Archives,LA Modern Collections,Entomology - Library,Entomology - Arachnida,,,,,,,,,,Language material,No treatment,Sectional library - serials/books,mixed_levels,,1662,Item count,1662,Precise,1662,Precise,4,5,5,4,5,4,5,3,3,2
7652,298,Library & Archives,LA Modern Collections,Entomology - Library,Entomology - Coccoidea,,,,,,,,,,Language material,No treatment,Sectional library - serials/books,mixed_levels,,345,Item count,345,Precise,345,Precise,4,5,5,4,5,4,5,3,3,2
7653,300,Library & Archives,LA Modern Collections,Entomology - Library,Entomology - Collembola,,,,,,,,,,Language material,No treatment,Sectional library - serials/books,mixed_levels,,125,Item count,125,Precise,125,Precise,4,5,5,4,5,4,5,3,3,2
7654,303,Library & Archives,LA Modern Collections,Entomology - Library,Entomology - Fleas,,,,,,,,,,Language material,No treatment,Sectional library - serials/books,mixed_levels,,251,Item count,251,Precise,251,Precise,4,5,5,4,5,4,5,3,3,2
7655,306,Library & Archives,LA Modern Collections,Entomology - Library,Entomology - Isoptera,,,,,,,,,,Language material,No treatment,Sectional library - serials/books,mixed_levels,,117,Item count,117,Precise,117,Precise,4,5,5,4,5,4,5,3,3,2
7656,309,Library & Archives,LA Modern Collections,Entomology - Library,Entomology - Mallophaga,,,,,,,,,,Language material,No treatment,Sectional library - serials/books,mixed_levels,,222,Item count,222,Precise,222,Precise,4,5,5,4,5,4,5,3,3,2
7657,316,Library & Archives,LA Modern Collections,Entomology - Library,Entomology - Neuroptera,,,,,,,,,,Language material,No treatment,Sectional library - serials/books,mixed_levels,,138,Item count,138,Precise,138,Precise,4,5,5,4,5,4,5,3,3,2
7658,317,Library & Archives,LA Modern Collections,Entomology - Library,Entomology - Odonata,,,,,,,,,,Language material,No treatment,Sectional library - serials/books,mixed_levels,,571,Item count,571,Precise,571,Precise,4,5,5,4,5,4,5,3,3,2
7659,318,Library & Archives,LA Modern Collections,Entomology - Library,Entomology - Orthoptera,,,,,,,,,,Language material,No treatment,Sectional library - serials/books,mixed_levels,,892,Item count,892,Precise,892,Precise,4,5,5,4,5,4,5,3,3,2
